,lam_2
0.46575,0.6366064197488837
0.4665,0.6712437555314515
0.46725,0.6836996793936738
0.468,0.6777434477968983
0.46875,0.650763482348209
0.46950000000000003,0.6651398541904089
0.47025,0.6680570200905511
0.47100000000000003,0.6540703678090302
0.47175,0.6538064694835521
0.47250000000000003,0.651526761427147
0.47325,0.7435306720838671
0.47400000000000003,0.6928667296683294
0.47475,0.685423406411688
0.47550000000000003,0.717053221890039
0.47625,0.6719104000014572
0.47700000000000004,0.6675333410587072
0.47775,0.6938360551352909
0.47850000000000004,0.6871131816393479
0.47925,0.6906548417007246
0.48,0.6654451610804639
0.48075,0.6875785746353991
0.4815,0.6673035885193914
0.48225,0.6844876174826695
0.483,0.6414658757083723
0.48375,0.6841524677535449
0.4845,0.6808467653586681
0.48525,0.6588280745836723
0.486,0.7012677080308504
0.48675,0.6784597717531885
0.4875,0.6708214634486521
0.48825,0.6701647603326734
0.489,0.6946778958380412
0.48975,0.6558096297544557
0.4905,0.652526302851291
0.49125,0.6418439517811649
0.492,0.6530693587762249
0.49275,0.6896763741737857
0.4935,0.6838706614092634
0.49425,0.6471923991118635
0.495,0.6824185224489178
0.49575,0.661413573804837
0.4965,0.6818743483594426
0.49725,0.6677809818907624
0.498,0.6393070927505079
0.49875,0.6506667321990575
0.4995,0.64380923684219
0.50025,0.7263140771340516
0.501,0.7292201294304982
0.50175,0.7043855062634783
0.5025000000000001,0.7204109518396242
0.50325,0.7048818871911398
0.504,0.7282829205900636
0.50475,0.7086742623231169
0.5055000000000001,0.7181553070726386
0.50625,0.7015186490611631
0.507,0.6872579362746487
0.50775,0.6864051858593442
0.5085000000000001,0.7182531842184997
0.50925,0.7434053040509392
0.51,0.7324577312607005
0.51075,0.7215908339154432
0.5115000000000001,0.7189510705190671
0.51225,0.7013240184385422
0.513,0.7170165427046289
0.51375,0.7054791383215124
0.5145,0.6987857171633203
0.51525,0.7057684634689775
0.516,0.7004401792601496
0.51675,0.69519811768128
0.5175,0.712554878704188
0.51825,0.7356419413530538
0.519,0.7356208144736481
0.51975,0.7290010426979641
0.5205,0.7244079863468891
0.52125,0.72253491391006
0.522,0.7389481175618875
0.52275,0.71436785146146
0.5235,0.7278667805614032
0.52425,0.711275172465397
0.525,0.707120770482877
0.52575,0.7159614765016357
0.5265,0.696358385699571
0.52725,0.7197825835463642
0.528,0.6960708476427138
0.52875,0.7157352708930461
0.5295,0.702052777879924
0.53025,0.6894337309232559
0.531,0.678994677763836
0.5317500000000001,0.6873292175437299
0.5325,0.7003929854014995
0.53325,0.695455853442578
0.534,0.6909403356895274
0.5347500000000001,0.6903602935328697
0.5355,0.6846652898679655
0.53625,0.6812133741480446
0.537,0.7186636568561763
0.5377500000000001,0.7386026205618652
0.5385,0.7316837697234756
0.53925,0.705480848355037
0.54,0.7370917182666543
0.5407500000000001,0.7380704358612332
0.5415,0.7421063941979156
0.54225,0.7479681493536338
0.543,0.7195566811847851
0.5437500000000001,0.7216475026621438
0.5445,0.7369202433979571
0.54525,0.7256013914488852
0.546,0.7452113357058642
0.54675,0.7613854988671442
0.5475,0.7461955487376963
0.54825,0.7570781693158096
